Lat,Lon,water_depth
28.7143690817877,-82.7415533550124,-29.8496335085542
28.7143887481289,-82.7415554914651,-30.0004343730296
28.7144335519906,-82.7415605131132,-29.954976604917
28.714440062176,-82.7415612280693,-29.9882388028206
28.7145364759677,-82.7415720073444,-30.0289765302475
28.7145360786666,-82.7415720186277,-29.883956932298
28.7145681265739,-82.7415756219056,-29.8634365660107
28.7145876259344,-82.7415777783023,-29.9487714160956
28.7146258062158,-82.741582118468,-29.8196417655587
28.7146517598167,-82.7415850007057,-29.9153570047457
28.7146516618974,-82.7415850034866,-29.879615292235
28.7146644945134,-82.7415864494457,-29.8749877184719
28.714709394404,-82.7415915156921,-29.8513690258225
28.7147159170099,-82.7415922369335,-29.887398094589
28.7147414981719,-82.7415951377037,-29.8454540391312
28.7147543006568,-82.7415965885594,-29.828676416948
28.7147930277463,-82.7416009347885,-29.8955265779835
28.714818787906,-82.7416038367321,-29.9178706607062
28.7148571432078,-82.7416082013908,-29.8469135813017
28.7148572820797,-82.7416081974469,-29.8976035093374
28.7149022687085,-82.7416132880374,-29.9014387195634
28.714973114385,-82.7416212936248,-29.9629784800894
28.7149728873762,-82.7416213000714,-29.8801174544048
28.7150048132199,-82.7416248962725,-29.8452122046584
28.715075492256,-82.7416329640626,-29.8181964489453
28.7152554816828,-82.7416535285924,-29.7942178496983
28.7153515255525,-82.7416645619847,-29.6601035639122
28.7153583624398,-82.7416652851288,-29.8101277128912
28.7153650662947,-82.7416660120261,-29.9116740079819
28.7153910362582,-82.7416689433379,-30.0100892579289
28.7153970007802,-82.7416696910768,-29.842192118861
28.7154487917279,-82.7416755553884,-29.9906642595475
28.7154679791389,-82.7416777603579,-29.9624066126892
28.7155972956045,-82.7416924053869,-30.3077049856025
28.7156164744097,-82.7416946054131,-30.2837164293859
28.7156290593174,-82.7416960772987,-30.1950172349764
28.7156288982392,-82.7416960818724,-30.1362215844096
28.7156609113167,-82.741699743683,-30.1188379534807
28.7157314857429,-82.7417077862305,-30.143340053245
28.7157505970526,-82.7417099808755,-30.103236784872
28.7157629265327,-82.7417114549824,-29.9270617939743
28.715814620825,-82.7417172781868,-30.0960201596917
28.7159037791704,-82.7417274824097,-29.9388761192497
28.7159806909118,-82.7417361895341,-30.0072000488337
28.7159875440454,-82.7417369013868,-30.1759649470537
28.7159933866977,-82.7417376417508,-29.976056036386
28.7160194829306,-82.7417405238652,-30.1733261061872
28.716031746882,-82.7417419862875,-29.9862130842495
28.7160384217033,-82.7417427016045,-30.0915760964429
28.7160572818597,-82.7417448798947,-29.9826453144958
